idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
195,images/ravdess_subset/Actor_10/03-01-03-02-01-01-10.wav,Happy,3,2,1,Female,4,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 3. Happy.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
118,images/ravdess_subset/Actor_08/03-01-03-01-02-02-08.wav,Happy,3,2,1,Female,1,1 2 4,1 2,1 2 4,1 2,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm
177,images/ravdess_subset/Actor_08/03-01-03-01-02-01-08.wav,Happy,3,2,1,Female,1,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
182,images/ravdess_subset/Actor_20/03-01-03-02-02-02-20.wav,Happy,3,2,1,Female,3,3 6 8,3 5 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  5. Angry  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
224,images/ravdess_subset/Actor_15/03-01-03-02-02-02-15.wav,Happy,3,2,0,Male,4,1 2 4,1 2 3 4,1 2 4,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  3. Happy  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
270,images/ravdess_subset/Actor_16/03-01-03-02-02-01-16.wav,Happy,3,2,1,Female,3,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
277,images/ravdess_subset/Actor_17/03-01-03-02-02-01-17.wav,Happy,3,2,0,Male,8,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
280,images/ravdess_subset/Actor_02/03-01-03-02-02-01-02.wav,Happy,3,2,1,Female,1,1 3 8,1 3 8,1 3 8,1 3 8,The best answer is 3. Happy.,1. Neutral  3. Happy  8. Surprised,1. Neutral  3. Happy  8. Surprised,1. Neutral  3. Happy  8. Surprised,1. Neutral  3. Happy  8. Surprised
281,images/ravdess_subset/Actor_21/03-01-03-02-01-02-21.wav,Happy,3,2,0,Male,8,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
282,images/ravdess_subset/Actor_02/03-01-03-01-01-02-02.wav,Happy,3,2,1,Female,1,1 2 4,1 2,1 2,1 2,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm
166,images/ravdess_subset/Actor_19/03-01-03-02-01-01-19.wav,Happy,3,2,0,Male,8,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
260,images/ravdess_subset/Actor_11/03-01-03-01-02-01-11.wav,Happy,3,2,0,Male,2,1 2 4,1 2,1 2,1 2,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm
262,images/ravdess_subset/Actor_19/03-01-03-01-02-02-19.wav,Happy,3,2,0,Male,1,1 2 4,1 2,1 2 4,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
263,images/ravdess_subset/Actor_11/03-01-03-01-02-02-11.wav,Happy,3,2,0,Male,1,1 2 4,1 2,1 2,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad
216,images/ravdess_subset/Actor_18/03-01-03-02-01-02-18.wav,Happy,3,2,1,Female,6,3 6 8,3 6 8,3 6 8,3 6,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful
218,images/ravdess_subset/Actor_15/03-01-03-01-01-02-15.wav,Happy,3,2,0,Male,1,1 2 8,1 2,1 2 8,1 2 8,The best answer is 3. Happy.,1. Neutral  2. Calm  8. Surprised,1. Neutral  2. Calm,1. Neutral  2. Calm  8. Surprised,1. Neutral  2. Calm  8. Surprised
220,images/ravdess_subset/Actor_12/03-01-03-01-02-02-12.wav,Happy,3,2,1,Female,1,1 2 4,1 2,1 2 4,1 2,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm
236,images/ravdess_subset/Actor_06/03-01-03-01-01-01-06.wav,Happy,3,2,1,Female,3,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 3. Happy.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
244,images/ravdess_subset/Actor_08/03-01-03-01-01-01-08.wav,Happy,3,2,1,Female,4,1 3 4,1 3 4 6,1 3 4,1 3 4,The best answer is 3. Happy.,1. Neutral  3. Happy  4. Sad,1. Neutral  3. Happy  4. Sad  6. Fearful,1. Neutral  3. Happy  4. Sad,1. Neutral  3. Happy  4. Sad
246,images/ravdess_subset/Actor_06/03-01-03-01-02-01-06.wav,Happy,3,2,1,Female,1,1 3 4,1 3 4 8,1 3 4,1 3 4,The best answer is 3. Happy.,1. Neutral  3. Happy  4. Sad,1. Neutral  3. Happy  4. Sad  8. Surprised,1. Neutral  3. Happy  4. Sad,1. Neutral  3. Happy  4. Sad
252,images/ravdess_subset/Actor_07/03-01-03-02-01-01-07.wav,Happy,3,2,0,Male,3,3 6 8,3 4 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  4. Sad  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
83,images/ravdess_subset/Actor_09/03-01-03-02-01-02-09.wav,Happy,3,2,0,Male,3,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 3. Happy.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
84,images/ravdess_subset/Actor_16/03-01-03-02-02-02-16.wav,Happy,3,2,1,Female,5,3 5 6,3 5,3 5 6,5,The best answer is 3. Happy.,3. Happy  5. Angry  6. Fearful,3. Happy  5. Angry,3. Happy  5. Angry  6. Fearful,5. Angry
91,images/ravdess_subset/Actor_12/03-01-03-01-01-02-12.wav,Happy,3,2,1,Female,1,1 2 4,1 2 3 4,1 2 4,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  3. Happy  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
11,images/ravdess_subset/Actor_09/03-01-03-01-01-01-09.wav,Happy,3,2,0,Male,2,1 2 4,2 4,2 4,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
16,images/ravdess_subset/Actor_01/03-01-03-02-01-02-01.wav,Happy,3,2,0,Male,3,3 4 6,1 3 4 6 8,3 4 6,3 4 6,The best answer is 3. Happy.,3. Happy  4. Sad  6. Fearful,1. Neutral  3. Happy  4. Sad  6. Fearful  8. Surprised,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
253,images/ravdess_subset/Actor_03/03-01-03-02-02-02-03.wav,Happy,3,2,0,Male,3,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
254,images/ravdess_subset/Actor_15/03-01-03-01-01-01-15.wav,Happy,3,2,0,Male,1,1 2 4,1 2,1 2 4,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
145,images/ravdess_subset/Actor_21/03-01-03-02-02-02-21.wav,Happy,3,2,0,Male,8,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
147,images/ravdess_subset/Actor_13/03-01-03-01-01-02-13.wav,Happy,3,2,0,Male,1,1 2 4,1 2,1 2,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad
358,images/ravdess_subset/Actor_04/03-01-03-02-01-01-04.wav,Happy,3,2,1,Female,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
351,images/ravdess_subset/Actor_07/03-01-03-02-02-02-07.wav,Happy,3,2,0,Male,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 3. Happy.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
60,images/ravdess_subset/Actor_01/03-01-03-01-01-01-01.wav,Happy,3,2,0,Male,1,1 2 4,1 2,1 2,1 2 4,The best answer is 3. Happy.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad
247,images/ravdess_subset/Actor_18/03-01-04-02-02-02-18.wav,Sad,4,3,1,Female,4,3 4 6,3 4 6,3 4,3 4 6,The best answer is 4. Sad.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad,3. Happy  4. Sad  6. Fearful
300,images/ravdess_subset/Actor_02/03-01-04-01-01-02-02.wav,Sad,4,3,1,Female,2,1 2 4,2 4,2 4,2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad
311,images/ravdess_subset/Actor_12/03-01-04-01-01-01-12.wav,Sad,4,3,1,Female,2,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
66,images/ravdess_subset/Actor_24/03-01-04-02-01-02-24.wav,Sad,4,3,1,Female,4,3 4 6,3 4,3 4,4,The best answer is 4. Sad.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad,3. Happy  4. Sad,4. Sad
332,images/ravdess_subset/Actor_14/03-01-04-02-01-01-14.wav,Sad,4,3,1,Female,4,2 3 4,4,4,4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,4. Sad
248,images/ravdess_subset/Actor_05/03-01-04-01-01-02-05.wav,Sad,4,3,0,Male,4,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
250,images/ravdess_subset/Actor_05/03-01-04-01-01-01-05.wav,Sad,4,3,0,Male,4,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
152,images/ravdess_subset/Actor_03/03-01-04-02-01-01-03.wav,Sad,4,3,0,Male,4,2 3 4,4,4,2 4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,2. Calm  4. Sad
155,images/ravdess_subset/Actor_06/03-01-04-01-01-01-06.wav,Sad,4,3,1,Female,2,1 2 4,2,2,2,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm,2. Calm,2. Calm
156,images/ravdess_subset/Actor_19/03-01-04-02-01-01-19.wav,Sad,4,3,0,Male,4,2 3 4,4,4,2 3 4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,2. Calm  3. Happy  4. Sad
162,images/ravdess_subset/Actor_18/03-01-04-02-02-01-18.wav,Sad,4,3,1,Female,4,2 3 4,4,4,4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,4. Sad
232,images/ravdess_subset/Actor_21/03-01-04-02-02-02-21.wav,Sad,4,3,0,Male,4,1 2 4,2 4,2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
18,images/ravdess_subset/Actor_19/03-01-04-02-02-01-19.wav,Sad,4,3,0,Male,2,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
20,images/ravdess_subset/Actor_16/03-01-04-02-01-02-16.wav,Sad,4,3,1,Female,4,2 4 7,4,4,4,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,4. Sad,4. Sad,4. Sad
71,images/ravdess_subset/Actor_05/03-01-04-02-02-02-05.wav,Sad,4,3,0,Male,2,1 2 4,1 2,1 2,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm  4. Sad
72,images/ravdess_subset/Actor_02/03-01-04-02-01-01-02.wav,Sad,4,3,1,Female,4,2 3 4,4,4,4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,4. Sad
129,images/ravdess_subset/Actor_24/03-01-04-01-01-02-24.wav,Sad,4,3,1,Female,2,2 4 7,2,2,2,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,2. Calm,2. Calm,2. Calm
229,images/ravdess_subset/Actor_18/03-01-04-02-01-01-18.wav,Sad,4,3,1,Female,4,3 4 6,4,4 6,4,The best answer is 4. Sad.,3. Happy  4. Sad  6. Fearful,4. Sad,4. Sad  6. Fearful,4. Sad
226,images/ravdess_subset/Actor_13/03-01-04-01-01-01-13.wav,Sad,4,3,0,Male,2,1 2 4,2,2,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm,2. Calm,1. Neutral  2. Calm  4. Sad
5,images/ravdess_subset/Actor_07/03-01-04-02-01-02-07.wav,Sad,4,3,0,Male,4,1 2 4,2 4,2 4,2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad
15,images/ravdess_subset/Actor_20/03-01-04-01-02-02-20.wav,Sad,4,3,1,Female,4,2 4 7,2 4,2 4 7,2 4,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad
184,images/ravdess_subset/Actor_15/03-01-04-02-01-01-15.wav,Sad,4,3,0,Male,2,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
189,images/ravdess_subset/Actor_08/03-01-04-01-02-01-08.wav,Sad,4,3,1,Female,2,1 2 4,2 4,1 2 4,2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad
117,images/ravdess_subset/Actor_22/03-01-04-01-01-01-22.wav,Sad,4,3,1,Female,2,1 2 4,2,2,2,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm,2. Calm,2. Calm
287,images/ravdess_subset/Actor_17/03-01-04-01-02-02-17.wav,Sad,4,3,0,Male,2,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
289,images/ravdess_subset/Actor_17/03-01-04-01-01-01-17.wav,Sad,4,3,0,Male,4,1 2 4,1 2 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
269,images/ravdess_subset/Actor_16/03-01-04-01-02-01-16.wav,Sad,4,3,1,Female,2,1 2 4,1 2,1 2,1 2,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm,1. Neutral  2. Calm,1. Neutral  2. Calm
215,images/ravdess_subset/Actor_03/03-01-04-02-01-02-03.wav,Sad,4,3,0,Male,4,3 4 6,3 4,3 4,3 4 6,The best answer is 4. Sad.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad,3. Happy  4. Sad,3. Happy  4. Sad  6. Fearful
223,images/ravdess_subset/Actor_16/03-01-04-01-01-01-16.wav,Sad,4,3,1,Female,4,2 3 4,4,4,4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,4. Sad
121,images/ravdess_subset/Actor_11/03-01-04-02-01-02-11.wav,Sad,4,3,0,Male,4,3 4 6,3 4,3 4 6,3 4 6,The best answer is 4. Sad.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
190,images/ravdess_subset/Actor_16/03-01-04-02-02-01-16.wav,Sad,4,3,1,Female,4,2 3 4,4,4,4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,4. Sad
199,images/ravdess_subset/Actor_23/03-01-04-01-02-02-23.wav,Sad,4,3,0,Male,4,1 2 4,2 4,2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
105,images/ravdess_subset/Actor_11/03-01-04-02-02-01-11.wav,Sad,4,3,0,Male,4,3 4 6,3 4 6,3 4,3 4 6,The best answer is 4. Sad.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad,3. Happy  4. Sad  6. Fearful
108,images/ravdess_subset/Actor_21/03-01-04-01-01-02-21.wav,Sad,4,3,0,Male,2,2 4 7,2 4,2 4,2 4 7,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad  7. Disgust
202,images/ravdess_subset/Actor_03/03-01-04-01-01-01-03.wav,Sad,4,3,0,Male,2,1 2 4,2 4,2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
204,images/ravdess_subset/Actor_09/03-01-04-02-02-02-09.wav,Sad,4,3,0,Male,4,1 2 4,2 4,2 4,2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad
285,images/ravdess_subset/Actor_21/03-01-04-02-02-01-21.wav,Sad,4,3,0,Male,4,1 2 4,2 4,2 4,2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad
346,images/ravdess_subset/Actor_03/03-01-04-01-02-01-03.wav,Sad,4,3,0,Male,2,1 2 4,2 4,2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
347,images/ravdess_subset/Actor_01/03-01-04-02-02-02-01.wav,Sad,4,3,0,Male,4,1 2 4,1 2 3 4,1 2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  3. Happy  4. Sad,1. Neutral  2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
355,images/ravdess_subset/Actor_22/03-01-04-02-01-01-22.wav,Sad,4,3,1,Female,4,2 4 7,2 4,2 4,2 4,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad
357,images/ravdess_subset/Actor_06/03-01-04-02-01-01-06.wav,Sad,4,3,1,Female,4,2 4 7,2 4,4,4,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad,4. Sad,4. Sad
46,images/ravdess_subset/Actor_17/03-01-04-02-02-02-17.wav,Sad,4,3,0,Male,4,2 3 4,4,4,2 3 4,The best answer is 4. Sad.,2. Calm  3. Happy  4. Sad,4. Sad,4. Sad,2. Calm  3. Happy  4. Sad
339,images/ravdess_subset/Actor_03/03-01-04-01-01-02-03.wav,Sad,4,3,0,Male,2,1 2 4,2 4,2 4,1 2 4,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
53,images/ravdess_subset/Actor_24/03-01-04-02-02-01-24.wav,Sad,4,3,1,Female,4,2 4 7,4,4,4,The best answer is 4. Sad.,2. Calm  4. Sad  7. Disgust,4. Sad,4. Sad,4. Sad
58,images/ravdess_subset/Actor_18/03-01-04-01-02-01-18.wav,Sad,4,3,1,Female,2,1 2 4,2,2 4,2,The best answer is 4. Sad.,1. Neutral  2. Calm  4. Sad,2. Calm,2. Calm  4. Sad,2. Calm
50,images/ravdess_subset/Actor_03/03-01-05-02-02-01-03.wav,Angry,5,4,0,Male,5,5 6 7,5,5,5,The best answer is 5. Angry.,5. Angry  6. Fearful  7. Disgust,5. Angry,5. Angry,5. Angry
54,images/ravdess_subset/Actor_08/03-01-05-01-01-01-08.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
343,images/ravdess_subset/Actor_02/03-01-05-01-02-02-02.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
354,images/ravdess_subset/Actor_18/03-01-05-01-02-02-18.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
38,images/ravdess_subset/Actor_11/03-01-05-02-02-02-11.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
107,images/ravdess_subset/Actor_12/03-01-05-01-02-02-12.wav,Angry,5,4,1,Female,5,2 5 7,5 7,5 7,5 7,The best answer is 5. Angry.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
201,images/ravdess_subset/Actor_19/03-01-05-01-02-02-19.wav,Angry,5,4,0,Male,5,3 5 8,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  8. Surprised,5. Angry,5. Angry,5. Angry
206,images/ravdess_subset/Actor_20/03-01-05-01-02-02-20.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
284,images/ravdess_subset/Actor_24/03-01-05-01-02-02-24.wav,Angry,5,4,1,Female,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
122,images/ravdess_subset/Actor_02/03-01-05-02-02-02-02.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
192,images/ravdess_subset/Actor_14/03-01-05-02-02-01-14.wav,Angry,5,4,1,Female,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
193,images/ravdess_subset/Actor_08/03-01-05-02-01-01-08.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
196,images/ravdess_subset/Actor_09/03-01-05-02-02-02-09.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
272,images/ravdess_subset/Actor_02/03-01-05-01-01-01-02.wav,Angry,5,4,1,Female,5,5 7 8,5 8,5 8,5 8,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry  8. Surprised,5. Angry  8. Surprised,5. Angry  8. Surprised
212,images/ravdess_subset/Actor_23/03-01-05-01-01-02-23.wav,Angry,5,4,0,Male,5,3 5 8,5 8,3 5 8,3 5 8,The best answer is 5. Angry.,3. Happy  5. Angry  8. Surprised,5. Angry  8. Surprised,3. Happy  5. Angry  8. Surprised,3. Happy  5. Angry  8. Surprised
94,images/ravdess_subset/Actor_06/03-01-05-02-02-02-06.wav,Angry,5,4,1,Female,5,5 6 7,5,5,5,The best answer is 5. Angry.,5. Angry  6. Fearful  7. Disgust,5. Angry,5. Angry,5. Angry
231,images/ravdess_subset/Actor_07/03-01-05-02-02-01-07.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
178,images/ravdess_subset/Actor_02/03-01-05-01-02-01-02.wav,Angry,5,4,1,Female,5,1 5 8,5 8,1 5 8,5 8,The best answer is 5. Angry.,1. Neutral  5. Angry  8. Surprised,5. Angry  8. Surprised,1. Neutral  5. Angry  8. Surprised,5. Angry  8. Surprised
180,images/ravdess_subset/Actor_02/03-01-05-02-01-01-02.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
186,images/ravdess_subset/Actor_09/03-01-05-01-01-01-09.wav,Angry,5,4,0,Male,4,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 5. Angry.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
