idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
1083,data/facet/images/imgs_2/sa_2520161.jpg,Farmer,5,4,2,Older,5,5 11 16,5 11 16,4 5 11 16,4 5 9 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  9. Hairdresser  11. Laborer  16. Salesperson
1079,data/facet/images/imgs_2/sa_2470256.jpg,Farmer,5,4,1,Middle,5,2 5 11,5 11,5 11,5 11,The best answer is 5. Farmer.,2. Boatman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
420,data/facet/images/imgs_2/sa_10912784.jpg,Farmer,5,4,1,Middle,11,5 11 16,5 11,5 11,5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson
616,data/facet/images/imgs_2/sa_1486184.jpg,Farmer,5,4,3,Unknown,5,5 11 16,5 11,5 11,5 11,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
169,data/facet/images/imgs_2/sa_1717064.jpg,Farmer,5,4,0,Younger,11,2 5 11,5 11,5 11,5 11,The best answer is 5. Farmer.,2. Boatman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
407,data/facet/images/imgs_2/sa_10687970.jpg,Farmer,5,4,2,Older,5,5 11 16,4 5 11 15 16,5 11 15 16,4 5 11 15 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  15. Repairman  16. Salesperson,5. Farmer  11. Laborer  15. Repairman  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  15. Repairman  16. Salesperson
1058,data/facet/images/imgs_2/sa_2261938.jpg,Farmer,5,4,3,Unknown,5,5 11 16,5 11 16,5 11 16,5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson
267,data/facet/images/imgs_2/sa_1769540.jpg,Farmer,5,4,3,Unknown,11,1 5 11,5 11,1 5 11,1 5 11,The best answer is 5. Farmer.,1. Backpacker  5. Farmer  11. Laborer,5. Farmer  11. Laborer,1. Backpacker  5. Farmer  11. Laborer,1. Backpacker  5. Farmer  11. Laborer
1144,data/facet/images/imgs_2/sa_1145413.jpg,Farmer,5,4,1,Middle,5,4 5 11,5 11,4 5 11,4 5 11,The best answer is 5. Farmer.,4. Craftsman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,4. Craftsman  5. Farmer  11. Laborer,4. Craftsman  5. Farmer  11. Laborer
1150,data/facet/images/imgs_2/sa_11016966.jpg,Farmer,5,4,2,Older,5,5 11 16,5 11,5 11,4 5 10 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer,4. Craftsman  5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson
133,data/facet/images/imgs_2/sa_1092706.jpg,Farmer,5,4,3,Unknown,11,5 11 16,5 11,5 11,5 11,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
882,data/facet/images/imgs_2/sa_1578036.jpg,Farmer,5,4,3,Unknown,1,1 11 15,1 3 4 5 11 15,1 5 11 15,1 5 11 15,The best answer is 5. Farmer.,1. Backpacker  11. Laborer  15. Repairman,1. Backpacker  3. Computer User  4. Craftsman  5. Farmer  11. Laborer  15. Repairman,1. Backpacker  5. Farmer  11. Laborer  15. Repairman,1. Backpacker  5. Farmer  11. Laborer  15. Repairman
556,data/facet/images/imgs_2/sa_2216158.jpg,Farmer,5,4,1,Middle,5,5 11 16,5 11,5 11 16,5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson
1328,data/facet/images/imgs_2/sa_235749.jpg,Farmer,5,4,0,Younger,11,5 11 16,5 11,5 11,5 11,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
797,data/facet/images/imgs_2/sa_3499901.jpg,Farmer,5,4,1,Middle,11,5 11 16,5 11 16,5 11 16,5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson
697,data/facet/images/imgs_2/sa_1380648.jpg,Farmer,5,4,3,Unknown,5,5 11 12,5 11,5 11 12,5 11,The best answer is 5. Farmer.,5. Farmer  11. Laborer  12. Officer,5. Farmer  11. Laborer,5. Farmer  11. Laborer  12. Officer,5. Farmer  11. Laborer
708,data/facet/images/imgs_2/sa_2003237.jpg,Farmer,5,4,2,Older,11,4 5 11,5 11,4 5 11,2 4 5 11 16,The best answer is 5. Farmer.,4. Craftsman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,4. Craftsman  5. Farmer  11. Laborer,2. Boatman  4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
551,data/facet/images/imgs_2/sa_2131674.jpg,Farmer,5,4,1,Middle,5,5 11 12,5 11,5 11,5 11,The best answer is 5. Farmer.,5. Farmer  11. Laborer  12. Officer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
971,data/facet/images/imgs_2/sa_3158987.jpg,Farmer,5,4,1,Middle,3,3 6 9,3 5 6 8 9 11 16 17,3 6 9 11,3 6 9 11,The best answer is 5. Farmer.,3. Computer User  6. Guard  9. Hairdresser,3. Computer User  5. Farmer  6. Guard  8. Gymnast  9. Hairdresser  11. Laborer  16. Salesperson  17. Singer,3. Computer User  6. Guard  9. Hairdresser  11. Laborer,3. Computer User  6. Guard  9. Hairdresser  11. Laborer
1193,data/facet/images/imgs_2/sa_2400284.jpg,Farmer,5,4,3,Unknown,11,5 11 15,5 11,5 11,5 11,The best answer is 5. Farmer.,5. Farmer  11. Laborer  15. Repairman,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
252,data/facet/images/imgs_2/sa_2119175.jpg,Farmer,5,4,1,Middle,5,5 6 11,5 6 11,5 6 11 16,5 6 11 16,The best answer is 5. Farmer.,5. Farmer  6. Guard  11. Laborer,5. Farmer  6. Guard  11. Laborer,5. Farmer  6. Guard  11. Laborer  16. Salesperson,5. Farmer  6. Guard  11. Laborer  16. Salesperson
765,data/facet/images/imgs_2/sa_3448801.jpg,Farmer,5,4,1,Middle,5,5 11 16,5 11 16,5 11 16,4 5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
736,data/facet/images/imgs_2/sa_10629911.jpg,Farmer,5,4,2,Older,5,4 5 11,5 11,5 11,1 4 5 11 16,The best answer is 5. Farmer.,4. Craftsman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,1. Backpacker  4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
737,data/facet/images/imgs_2/sa_3192835.jpg,Farmer,5,4,2,Older,5,4 5 11,5 11,5 11,4 5 11 16,The best answer is 5. Farmer.,4. Craftsman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
721,data/facet/images/imgs_2/sa_1659347.jpg,Farmer,5,4,1,Middle,11,5 11 16,5 11 16,5 11 16,5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson
1299,data/facet/images/imgs_2/sa_1085805.jpg,Farmer,5,4,3,Unknown,5,5 11 16,5 11,5 11,5 11 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson
1386,data/facet/images/imgs_2/sa_2012583.jpg,Farmer,5,4,2,Older,5,5 11 16,5 11,5 11 16,4 5 11 15 16,The best answer is 5. Farmer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  15. Repairman  16. Salesperson
760,data/facet/images/imgs_3/sa_3376896.jpg,Guard,6,5,0,Younger,6,6 10 15,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  15. Repairman,6. Guard,6. Guard,6. Guard
739,data/facet/images/imgs_2/sa_9443878.jpg,Guard,6,5,0,Younger,6,2 6 12,6,6,6,The best answer is 6. Guard.,2. Boatman  6. Guard  12. Officer,6. Guard,6. Guard,6. Guard
1347,data/facet/images/imgs_3/sa_3517497.jpg,Guard,6,5,1,Middle,3,3 6 15,3 6 9 15,3 6 9 15,3 6 9 15,The best answer is 6. Guard.,3. Computer User  6. Guard  15. Repairman,3. Computer User  6. Guard  9. Hairdresser  15. Repairman,3. Computer User  6. Guard  9. Hairdresser  15. Repairman,3. Computer User  6. Guard  9. Hairdresser  15. Repairman
347,data/facet/images/imgs_3/sa_10755843.jpg,Guard,6,5,3,Unknown,6,6 12 16,6 12 16,6 12 16,6 12 16,The best answer is 6. Guard.,6. Guard  12. Officer  16. Salesperson,6. Guard  12. Officer  16. Salesperson,6. Guard  12. Officer  16. Salesperson,6. Guard  12. Officer  16. Salesperson
1125,data/facet/images/imgs_3/sa_10804608.jpg,Guard,6,5,0,Younger,6,6 15 16,6,6,6,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard,6. Guard,6. Guard
331,data/facet/images/imgs_3/sa_10170952.jpg,Guard,6,5,0,Younger,6,6 15 16,6 15,6 15,6,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard  15. Repairman,6. Guard  15. Repairman,6. Guard
1110,data/facet/images/imgs_3/sa_3063921.jpg,Guard,6,5,3,Unknown,6,6 15 16,6 11 15 16,6 11 15 16,6 11 15 16,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
883,data/facet/images/imgs_3/sa_1473666.jpg,Guard,6,5,0,Younger,6,6 15 16,6,6,6,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard,6. Guard,6. Guard
884,data/facet/images/imgs_3/sa_1848.jpg,Guard,6,5,1,Middle,6,6 11 16,6 11 16,3 6 11 16,3 6 11 16,The best answer is 6. Guard.,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  16. Salesperson,3. Computer User  6. Guard  11. Laborer  16. Salesperson,3. Computer User  6. Guard  11. Laborer  16. Salesperson
1204,data/facet/images/imgs_3/sa_2021242.jpg,Guard,6,5,0,Younger,6,6 15 16,6,6,6,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard,6. Guard,6. Guard
924,data/facet/images/imgs_3/sa_10027913.jpg,Guard,6,5,0,Younger,6,6 15 16,6 15,6 15,6,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard  15. Repairman,6. Guard  15. Repairman,6. Guard
178,data/facet/images/imgs_3/sa_366625.jpg,Guard,6,5,2,Older,15,6 13 15,6 13 15,4 6 13 15,4 6 13 15 16,The best answer is 6. Guard.,6. Guard  13. Motorcyclist  15. Repairman,6. Guard  13. Motorcyclist  15. Repairman,4. Craftsman  6. Guard  13. Motorcyclist  15. Repairman,4. Craftsman  6. Guard  13. Motorcyclist  15. Repairman  16. Salesperson
188,data/facet/images/imgs_3/sa_1128846.jpg,Guard,6,5,1,Middle,6,6 15 16,6,6 15 16,6 11 15 16,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard,6. Guard  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
422,data/facet/images/imgs_3/sa_10437172.jpg,Guard,6,5,0,Younger,6,6 12 13,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  13. Motorcyclist,6. Guard,6. Guard,6. Guard
173,data/facet/images/imgs_3/sa_1385355.jpg,Guard,6,5,1,Middle,6,6 12 19,3 6 10 11 12 19,3 6 12 19,3 6 12 19,The best answer is 6. Guard.,6. Guard  12. Officer  19. Speaker,3. Computer User  6. Guard  10. Horse Rider  11. Laborer  12. Officer  19. Speaker,3. Computer User  6. Guard  12. Officer  19. Speaker,3. Computer User  6. Guard  12. Officer  19. Speaker
1240,data/facet/images/imgs_3/sa_2201060.jpg,Guard,6,5,3,Unknown,6,6 11 14,6 11,6 11,6 11,The best answer is 6. Guard.,6. Guard  11. Laborer  14. Painter,6. Guard  11. Laborer,6. Guard  11. Laborer,6. Guard  11. Laborer
1242,data/facet/images/imgs_3/sa_3485189.jpg,Guard,6,5,1,Middle,6,6 11 15,6 11 15 16,6 11 15 16,6 11 15 16,The best answer is 6. Guard.,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
1244,data/facet/images/imgs_2/sa_9890228.jpg,Guard,6,5,3,Unknown,16,6 15 16,6 15 16,6 11 15 16,6 11 15 16,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
894,data/facet/images/imgs_3/sa_1389558.jpg,Guard,6,5,2,Older,15,6 15 16,6 15 16,4 6 15 16,4 6 11 15 16,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard  15. Repairman  16. Salesperson,4. Craftsman  6. Guard  15. Repairman  16. Salesperson,4. Craftsman  6. Guard  11. Laborer  15. Repairman  16. Salesperson
897,data/facet/images/imgs_3/sa_3294263.jpg,Guard,6,5,1,Middle,6,6 12 18,6 12,6 12,1 6 12 18,The best answer is 6. Guard.,6. Guard  12. Officer  18. Skateboarder,6. Guard  12. Officer,6. Guard  12. Officer,1. Backpacker  6. Guard  12. Officer  18. Skateboarder
1060,data/facet/images/imgs_2/sa_951246.jpg,Guard,6,5,0,Younger,6,6 15 16,6,6,6,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard,6. Guard,6. Guard
1147,data/facet/images/imgs_3/sa_1871171.jpg,Guard,6,5,0,Younger,6,1 6 16,6,6,6,The best answer is 6. Guard.,1. Backpacker  6. Guard  16. Salesperson,6. Guard,6. Guard,6. Guard
1148,data/facet/images/imgs_3/sa_2054276.jpg,Guard,6,5,0,Younger,6,6 10 12,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  12. Officer,6. Guard,6. Guard,6. Guard
1090,data/facet/images/imgs_3/sa_10366069.jpg,Guard,6,5,0,Younger,6,6 11 15,6 11 15,6 11 12 15,6 11 15,The best answer is 6. Guard.,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  12. Officer  15. Repairman,6. Guard  11. Laborer  15. Repairman
604,data/facet/images/imgs_2/sa_9892202.jpg,Guard,6,5,1,Middle,6,6 11 16,6 11 16,1 6 11 16,1 6 11 16,The best answer is 6. Guard.,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson
1231,data/facet/images/imgs_3/sa_1371956.jpg,Guard,6,5,1,Middle,6,6 10 16,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  16. Salesperson,6. Guard,6. Guard,6. Guard
1133,data/facet/images/imgs_3/sa_3741547.jpg,Guard,6,5,1,Middle,11,6 11 12,6 11,6 11 12 13,6 11 12 13,The best answer is 6. Guard.,6. Guard  11. Laborer  12. Officer,6. Guard  11. Laborer,6. Guard  11. Laborer  12. Officer  13. Motorcyclist,6. Guard  11. Laborer  12. Officer  13. Motorcyclist
516,data/facet/images/imgs_3/sa_1754570.jpg,Guard,6,5,2,Older,6,6 11 12,6 12,6 10 11 12,6 10 11 12 15,The best answer is 6. Guard.,6. Guard  11. Laborer  12. Officer,6. Guard  12. Officer,6. Guard  10. Horse Rider  11. Laborer  12. Officer,6. Guard  10. Horse Rider  11. Laborer  12. Officer  15. Repairman
523,data/facet/images/imgs_3/sa_10893919.jpg,Guard,6,5,1,Middle,6,6 12 16,6,6 12,6 12,The best answer is 6. Guard.,6. Guard  12. Officer  16. Salesperson,6. Guard,6. Guard  12. Officer,6. Guard  12. Officer
218,data/facet/images/imgs_3/sa_10146555.jpg,Guard,6,5,1,Middle,6,5 6 12,6,6 12,6 12,The best answer is 6. Guard.,5. Farmer  6. Guard  12. Officer,6. Guard,6. Guard  12. Officer,6. Guard  12. Officer
275,data/facet/images/imgs_2/sa_9441141.jpg,Guard,6,5,1,Middle,6,6 12 13,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  13. Motorcyclist,6. Guard,6. Guard,6. Guard
278,data/facet/images/imgs_3/sa_3710335.jpg,Guard,6,5,1,Middle,6,6 12 15,6,6,6 12,The best answer is 6. Guard.,6. Guard  12. Officer  15. Repairman,6. Guard,6. Guard,6. Guard  12. Officer
392,data/facet/images/imgs_3/sa_2993072.jpg,Guard,6,5,1,Middle,12,6 12 15,3 6 11 12 15 16,6 12 15 16,6 12 15 16,The best answer is 6. Guard.,6. Guard  12. Officer  15. Repairman,3. Computer User  6. Guard  11. Laborer  12. Officer  15. Repairman  16. Salesperson,6. Guard  12. Officer  15. Repairman  16. Salesperson,6. Guard  12. Officer  15. Repairman  16. Salesperson
371,data/facet/images/imgs_2/sa_991973.jpg,Guard,6,5,1,Middle,6,6 11 12,6 11 12,6 11 12 18,6 11 12 18,The best answer is 6. Guard.,6. Guard  11. Laborer  12. Officer,6. Guard  11. Laborer  12. Officer,6. Guard  11. Laborer  12. Officer  18. Skateboarder,6. Guard  11. Laborer  12. Officer  18. Skateboarder
216,data/facet/images/imgs_3/sa_2927082.jpg,Guard,6,5,3,Unknown,6,2 6 16,2 6 11 16,2 6 11 16,2 6 11 16,The best answer is 6. Guard.,2. Boatman  6. Guard  16. Salesperson,2. Boatman  6. Guard  11. Laborer  16. Salesperson,2. Boatman  6. Guard  11. Laborer  16. Salesperson,2. Boatman  6. Guard  11. Laborer  16. Salesperson
440,data/facet/images/imgs_3/sa_103989.jpg,Guard,6,5,1,Middle,6,6 11 12,6 12,6 12,6 11 12 15,The best answer is 6. Guard.,6. Guard  11. Laborer  12. Officer,6. Guard  12. Officer,6. Guard  12. Officer,6. Guard  11. Laborer  12. Officer  15. Repairman
1015,data/facet/images/imgs_3/sa_10812458.jpg,Guard,6,5,3,Unknown,16,1 6 16,1 6 16,1 6 13 16,1 6 13 16,The best answer is 6. Guard.,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  6. Guard  13. Motorcyclist  16. Salesperson,1. Backpacker  6. Guard  13. Motorcyclist  16. Salesperson
1005,data/facet/images/imgs_3/sa_10544178.jpg,Guard,6,5,1,Middle,15,6 11 15,6 11 15,3 6 11 15,3 6 11 15,The best answer is 6. Guard.,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman,3. Computer User  6. Guard  11. Laborer  15. Repairman,3. Computer User  6. Guard  11. Laborer  15. Repairman
142,data/facet/images/imgs_3/sa_207700.jpg,Guard,6,5,1,Middle,6,6 12 16,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  16. Salesperson,6. Guard,6. Guard,6. Guard
123,data/facet/images/imgs_2/sa_9784001.jpg,Guard,6,5,1,Middle,6,6 12 13,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  13. Motorcyclist,6. Guard,6. Guard,6. Guard
863,data/facet/images/imgs_3/sa_2252048.jpg,Guard,6,5,1,Middle,6,6 10 20,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  20. Tennis Player,6. Guard,6. Guard,6. Guard
647,data/facet/images/imgs_3/sa_1695679.jpg,Guard,6,5,3,Unknown,6,6 12 16,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  16. Salesperson,6. Guard,6. Guard,6. Guard
834,data/facet/images/imgs_3/sa_2148927.jpg,Guard,6,5,1,Middle,6,6 11 13,6 11 13 16,6 11 13 16,6 11 13 16,The best answer is 6. Guard.,6. Guard  11. Laborer  13. Motorcyclist,6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson,6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson,6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson
826,data/facet/images/imgs_2/sa_9608825.jpg,Guard,6,5,3,Unknown,6,6 15 20,6,6,6,The best answer is 6. Guard.,6. Guard  15. Repairman  20. Tennis Player,6. Guard,6. Guard,6. Guard
1273,data/facet/images/imgs_3/sa_2510192.jpg,Guard,6,5,1,Middle,6,6 11 15,6 11 15 16,6 11 15 16,6 11 15 16,The best answer is 6. Guard.,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
953,data/facet/images/imgs_3/sa_3844609.jpg,Guard,6,5,1,Middle,15,6 11 15,6 11 15,6 11 15 16,6 11 15 16,The best answer is 6. Guard.,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
956,data/facet/images/imgs_3/sa_2395264.jpg,Guard,6,5,1,Middle,6,6 13 20,6,6,6 20,The best answer is 6. Guard.,6. Guard  13. Motorcyclist  20. Tennis Player,6. Guard,6. Guard,6. Guard  20. Tennis Player
528,data/facet/images/imgs_2/sa_9451517.jpg,Guard,6,5,1,Middle,6,2 6 12,6,6,6,The best answer is 6. Guard.,2. Boatman  6. Guard  12. Officer,6. Guard,6. Guard,6. Guard
997,data/facet/images/imgs_3/sa_3699699.jpg,Guard,6,5,0,Younger,6,6 11 16,6,6,6,The best answer is 6. Guard.,6. Guard  11. Laborer  16. Salesperson,6. Guard,6. Guard,6. Guard
247,data/facet/images/imgs_3/sa_3734753.jpg,Guard,6,5,1,Middle,6,6 10 16,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  16. Salesperson,6. Guard,6. Guard,6. Guard
1186,data/facet/images/imgs_3/sa_11106374.jpg,Guard,6,5,1,Middle,12,6 12 13,6 12 13,1 6 12 13,1 6 12 13,The best answer is 6. Guard.,6. Guard  12. Officer  13. Motorcyclist,6. Guard  12. Officer  13. Motorcyclist,1. Backpacker  6. Guard  12. Officer  13. Motorcyclist,1. Backpacker  6. Guard  12. Officer  13. Motorcyclist
284,data/facet/images/imgs_2/sa_9947478.jpg,Guard,6,5,1,Middle,6,2 6 12,6,6,6,The best answer is 6. Guard.,2. Boatman  6. Guard  12. Officer,6. Guard,6. Guard,6. Guard
1304,data/facet/images/imgs_3/sa_2471987.jpg,Guard,6,5,1,Middle,6,6 11 16,6 11 16,6 11 12 16,6 11 12 16,The best answer is 6. Guard.,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  12. Officer  16. Salesperson,6. Guard  11. Laborer  12. Officer  16. Salesperson
710,data/facet/images/imgs_3/sa_351385.jpg,Guard,6,5,1,Middle,6,6 12 13,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  13. Motorcyclist,6. Guard,6. Guard,6. Guard
788,data/facet/images/imgs_3/sa_2623733.jpg,Guard,6,5,1,Middle,6,6 11 16,6,6,6,The best answer is 6. Guard.,6. Guard  11. Laborer  16. Salesperson,6. Guard,6. Guard,6. Guard
701,data/facet/images/imgs_3/sa_2650174.jpg,Guard,6,5,3,Unknown,6,6 10 13,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  13. Motorcyclist,6. Guard,6. Guard,6. Guard
1340,data/facet/images/imgs_3/sa_2560175.jpg,Guard,6,5,1,Middle,6,2 6 16,6,6,6,The best answer is 6. Guard.,2. Boatman  6. Guard  16. Salesperson,6. Guard,6. Guard,6. Guard
71,data/facet/images/imgs_3/sa_1559364.jpg,Guard,6,5,1,Middle,6,6 10 14,6 10 14,6 9 10 14,6 9 10 14,The best answer is 6. Guard.,6. Guard  10. Horse Rider  14. Painter,6. Guard  10. Horse Rider  14. Painter,6. Guard  9. Hairdresser  10. Horse Rider  14. Painter,6. Guard  9. Hairdresser  10. Horse Rider  14. Painter
56,data/facet/images/imgs_3/sa_10775998.jpg,Guard,6,5,1,Middle,2,2 6 12,2 6 12,2 6 12,2 6 12,The best answer is 6. Guard.,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard  12. Officer
1388,data/facet/images/imgs_3/sa_10987568.jpg,Guard,6,5,0,Younger,6,6 12 16,6,6,6,The best answer is 6. Guard.,6. Guard  12. Officer  16. Salesperson,6. Guard,6. Guard,6. Guard
1387,data/facet/images/imgs_3/sa_175933.jpg,Guard,6,5,1,Middle,6,6 11 16,6,6,6 11,The best answer is 6. Guard.,6. Guard  11. Laborer  16. Salesperson,6. Guard,6. Guard,6. Guard  11. Laborer
317,data/facet/images/imgs_3/sa_10895713.jpg,Guard,6,5,0,Younger,6,6 13 16,6,6,6,The best answer is 6. Guard.,6. Guard  13. Motorcyclist  16. Salesperson,6. Guard,6. Guard,6. Guard
324,data/facet/images/imgs_3/sa_1355004.jpg,Guard,6,5,3,Unknown,6,6 11 13,6 11 12 13,6 11 12 13,6 11 12 13,The best answer is 6. Guard.,6. Guard  11. Laborer  13. Motorcyclist,6. Guard  11. Laborer  12. Officer  13. Motorcyclist,6. Guard  11. Laborer  12. Officer  13. Motorcyclist,6. Guard  11. Laborer  12. Officer  13. Motorcyclist
308,data/facet/images/imgs_3/sa_10512410.jpg,Guard,6,5,2,Older,11,6 11 12,6 11 12,6 11 12 15,6 11 12 15 16,The best answer is 6. Guard.,6. Guard  11. Laborer  12. Officer,6. Guard  11. Laborer  12. Officer,6. Guard  11. Laborer  12. Officer  15. Repairman,6. Guard  11. Laborer  12. Officer  15. Repairman  16. Salesperson
1336,data/facet/images/imgs_3/sa_10653582.jpg,Guard,6,5,1,Middle,6,6 10 12,6,6,6,The best answer is 6. Guard.,6. Guard  10. Horse Rider  12. Officer,6. Guard,6. Guard,6. Guard
